landuse,textabbr_fingprob,text_fingprob,calccarb_hcl,som_elmntprc,ph_cacl2,lime_requirement,p_calmg100g,k_calmg100g,mg_catmgkg,b_catmgkg,mn_catmgkg,cu_catmgkg,zn_catmgkg,clay,silt,sand
Orchards,Sl2,Schwach lehmiger Sand,very_high_carbonate,9.9,6.9,0,30,24,27,0.45,17,11,12,6.5,17.5,76
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,4.3,7.1,0,20,17,34,1.35,35,80,16,14.4,75.3,10.3
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,3.9,6.4,0,24,33,26,0.56,50,8,7,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,3.7,7.1,0,23,12,22,0.78,38,11,12,6.5,17.5,76
Orchards,Su3,Mittel schluffiger Sand,very_high_carbonate,2.4,7.2,0,34,18,19,0.45,15,88,12,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,7.1,5,40,46,30,19,0.47,28,26,14,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,5.1,6.7,0,36,29,36,1.14,49,25,11,4,65,31
Orchards,Su3,Mittel schluffiger Sand,no_free_carbonate,3,5.6,0,12,9,14,0.43,56,16,13,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4,6.4,0,18,14,17,0.78,93,18,17,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4.9,5.7,5,31,18,13,0.7,117,14,13,10,25,65
Vineyards,Ls3,Mittel sandiger Lehm,high_carbonate,3.8,6.9,0,40,24,37,0.81,52,454,41,21,35,44
Vineyards,Sl2,Schwach lehmiger Sand,no_free_carbonate,5.4,5.5,0,11,27,22,0.51,113,315,32,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.7,6.7,0,57,26,25,1.48,47,29,27,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.4,6,0,42,18,20,0.66,47,13,13,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.8,6.9,0,48,33,22,1.09,26,31,20,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.9,6.1,0,35,24,26,1.12,73,15,27,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.1,6.2,0,35,32,25,1.3,62,16,26,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,5.6,6.6,0,34,20,34,1.54,82,22,30,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,6.5,6.9,0,31,23,36,1.16,29,14,17,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,4.5,6.8,0,37,34,23,1.2,44,12,13,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,4.3,7.1,0,42,28,20,1.05,25,11,14,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,6.5,5.3,0,34,38,15,0.92,121,23,44,6.5,17.5,76
Orchards,Us,Sandiger Schluff,no_free_carbonate,4.4,6.2,0,26,28,20,0.96,89,18,10,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.6,6.4,0,34,31,25,1.01,65,13,25,10,25,65
Orchards,Su3,Mittel schluffiger Sand,no_free_carbonate,3.2,5.9,0,12,10,18,0.37,72,9,21,4,32.5,63.5
Orchards,Us,Sandiger Schluff,high_carbonate,6.5,6.9,0,49,23,36,1.21,34,11,18,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,5.7,7,0,38,21,37,1.64,49,10,14,6.5,17.5,76
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.7,6.3,0,22,11,26,1.17,87,16,11,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6,6.9,0,44,18,30,1.23,24,16,16,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.3,6.1,0,50,35,18,1.23,130,23,33,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,5.3,6.5,0,13,16,23,0.94,68,16,9,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,7.7,6.4,0,41,23,25,0.85,65,13,36,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6.4,7.1,0,32,50,32,2.17,66,13,16,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,7.8,7,0,23,26,30,2.07,77,10,15,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,4,6.3,0,12,16,21,0.62,61,10,10,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,6.2,7,0,36,19,41,1.7,52,14,31,6.5,17.5,76
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,3.9,6.1,0,33,14,16,0.5,57,9,9,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,5.4,6.7,0,27,24,35,1.54,88,17,19,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.1,6.5,0,25,19,26,0.91,74,15,11,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.6,7.1,0,42,17,27,0.81,21,11,16,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.9,6.7,0,33,22,14,0.78,60,13,18,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,5.8,5,11,34,17,18,0.54,58,26,28,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.6,7.2,0,39,9,22,0.92,18,59,29,10,25,65
Vineyards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,1.9,7.1,0,12,13,26,0.61,94,133,13,10,25,65
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,2.5,7.2,0,15,14,24,0.65,17,26,9,14.4,75.3,10.3
Vineyards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.3,6.3,0,22,38,35,0.68,123,383,38,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,2.7,7.2,0,26,20,26,0.51,21,66,15,4,65,31
Orchards,Ut3,Mittel toniger Schluff,low_medium_carbonate,4.7,7,0,10,22,44,1.2,39,114,11,14.4,75.3,10.3
Orchards,Us,Sandiger Schluff,high_carbonate,3.4,6.9,0,21,14,23,0.43,20,49,13,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,very_high_carbonate,3.5,7.1,0,30,16,22,0.78,17,19,14,10,25,65
Orchards,Lu,Schluffiger Lehm,high_carbonate,4.4,7.3,0,30,25,36,0.8,13,68,11,23.5,57.5,19
Orchards,Us,Sandiger Schluff,high_carbonate,2.7,7.3,0,28,19,18,0.45,18,35,8,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.7,6.9,0,30,23,25,1.32,78,20,20,10,25,65
Orchards,Slu,Schluffig-lehmiger Sand,very_high_carbonate,9.4,7,0,47,38,26,0.71,20,46,42,12.5,45,42.5
Orchards,Us,Sandiger Schluff,high_carbonate,4.3,7,0,41,20,50,1.6,46,17,27,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,7.3,7.1,0,37,22,36,1.19,27,20,22,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,4.7,6.6,0,20,22,18,0.64,138,238,22,6.5,17.5,76
Orchards,Us,Sandiger Schluff,high_carbonate,3.5,7.6,0,15,26,22,0.57,14,15,5,4,65,31
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,3.9,7.2,0,21,8,17,0.48,24,51,6,14.4,75.3,10.3
Orchards,Us,Sandiger Schluff,no_free_carbonate,4.1,5.1,35,32,28,12,0.4,70,21,16,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,6.2,6,0,23,27,21,0.94,112,12,26,6.5,17.5,76
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,4.2,7.3,0,37,13,25,0.67,14,112,20,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,very_high_carbonate,2.4,7.5,0,25,18,25,0.82,14,60,19,6.5,17.5,76
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.5,7.3,0,23,17,19,0.44,19,100,14,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.2,7.5,0,9,16,21,0.52,15,30,6,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,5.1,5.5,0,22,13,17,0.51,72,11,17,6.5,17.5,76
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,3.5,7.5,0,33,26,35,0.93,16,20,12,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,3.8,6.7,0,16,23,17,0.86,83,11,9,6.5,17.5,76
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,1.5,7.2,0,20,23,16,0.27,21,31,9,4,32.5,63.5
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,3,7.3,0,38,47,33,0.8,22,83,23,14.4,75.3,10.3
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,3.6,7.1,0,28,22,65,1.02,120,50,25,21,35,44
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.9,7.2,0,21,22,30,0.38,11,11,7,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,3.6,7.5,0,14,14,25,0.53,16,49,12,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,very_high_carbonate,5.7,7.4,0,18,24,34,0.48,31,25,7,6.5,17.5,76
Orchards,Slu,Schluffig-lehmiger Sand,high_carbonate,23.1,7.1,0,10,20,70,1.14,16,21,14,12.5,45,42.5
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,3.9,5.1,40,23,33,14,0.43,84,16,12,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,5.8,6.3,0,35,50,22,0.97,63,72,35,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.7,7.3,0,25,22,27,1.03,34,14,10,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,2.8,6.3,0,12,9,12,0.51,80,15,4,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4.7,6.1,0,27,22,22,0.81,81,13,11,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6,6.3,0,34,17,27,0.91,57,13,20,10,25,65
Orchards,Su3,Mittel schluffiger Sand,no_free_carbonate,2.5,5,15,26,16,12,0.32,79,12,13,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,3.7,7.2,0,26,21,27,0.24,22,26,18,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,3.2,7.3,0,27,32,14,0.55,22,38,10,6.5,17.5,76
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,2.5,7.3,0,8,15,20,0.39,28,45,10,14.4,75.3,10.3
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,7.9,7.1,0,5,11,41,1.18,20,15,8,14.4,75.3,10.3
Orchards,Us,Sandiger Schluff,no_free_carbonate,2.1,6.4,0,11,9,13,0.78,79,10,5,4,65,31
Orchards,Us,Sandiger Schluff,no_free_carbonate,2.6,6.3,0,9,8,15,0.57,98,15,9,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.8,6.4,0,22,22,24,1.66,106,13,26,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,3.3,5.8,0,16,23,12,0.47,77,16,10,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6.7,6.9,0,30,40,22,1.7,85,32,17,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,4.8,5.3,0,21,35,13,0.81,80,12,11,6.5,17.5,76
Orchards,Us,Sandiger Schluff,high_carbonate,3,7.2,0,21,40,32,0.8,18,75,37,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,7.8,6.6,0,73,43,21,1.36,28,25,28,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,2.9,6.3,0,19,8,15,0.57,106,14,12,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.7,6.3,0,18,25,21,0.63,97,16,32,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.3,7.1,0,13,9,32,0.43,27,10,9,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,3.8,6.3,0,17,16,29,0.7,64,12,6,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,3.3,5.1,13,29,47,9,0.47,90,11,11,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,3,6.1,0,28,32,13,0.47,61,9,8,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,5.9,4.9,15,68,36,13,0.65,60,13,17,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,3.8,6.9,0,13,28,18,1.05,70,14,7,6.5,17.5,76
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,4.3,7.1,0,30,44,27,1.13,18,14,14,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.3,7,0,27,43,25,1.39,38,14,16,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.8,6.7,0,28,15,19,0.97,92,16,14,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.1,6.4,0,21,21,17,0.8,62,8,14,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,3.4,7.3,0,13,20,19,0.48,20,18,6,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.6,6.4,0,24,19,30,0.87,59,9,8,10,25,65
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,2.9,6.6,0,16,13,21,0.74,86,17,16,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,5.3,6.6,0,30,18,26,1.02,60,14,17,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,3.4,7.2,0,21,28,18,0.91,7,9,7,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.3,6.7,0,22,29,20,0.84,60,19,20,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,2.8,7.4,0,16,14,31,0.69,13,20,12,4,65,31
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.4,7.6,0,22,21,17,0.47,41,42,13,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,8,7.1,0,11,24,38,0.83,11,14,6,10,25,65
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,3.7,7.1,0,13,18,31,0.77,39,69,14,14.4,75.3,10.3
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,3.4,7.3,0,26,35,29,0.63,6,62,11,14.4,75.3,10.3
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2,7.3,0,21,32,20,0.53,13,49,9,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,3,7.1,0,23,16,15,0.9,14,19,17,6.5,17.5,76
Orchards,Us,Sandiger Schluff,low_medium_carbonate,4,6.5,0,22,13,20,0.69,79,17,14,4,65,31
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,3.9,7.2,0,29,31,37,1.2,37,31,19,14.4,75.3,10.3
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.8,7.2,0,25,24,19,0.88,26,33,20,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.4,6.6,0,17,28,25,1.07,74,18,13,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,4.6,5.8,0,14,14,26,0.66,47,11,7,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,5.5,6.1,0,20,24,21,1.04,82,14,11,6.5,17.5,76
Orchards,Us,Sandiger Schluff,high_carbonate,3.4,7.3,0,25,21,21,0.75,20,32,21,4,65,31
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,1.3,7.4,0,9,18,14,0.41,16,7,10,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,2.8,5.6,0,7,10,19,0.24,77,12,6,6.5,17.5,76
Orchards,Us,Sandiger Schluff,high_carbonate,4.1,7.3,0,21,15,56,0.97,32,12,9,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.5,7.1,0,28,34,22,0.68,57,15,12,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6.2,7.1,0,22,17,50,0.92,29,13,15,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,3.5,5.8,9,2,11,17,0.37,40,10,3,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6,6.7,0,37,35,25,1.25,48,12,26,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.7,6.8,0,31,38,24,1.64,86,13,30,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,2.6,6.7,0,27,16,15,0.58,68,12,7,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5,6.6,0,19,26,19,0.54,45,5,6,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,7.2,6.6,0,38,50,19,1.47,96,41,66,6.5,17.5,76
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,1.3,7.4,0,9,20,20,0.23,26,11,6,4,32.5,63.5
Orchards,Us,Sandiger Schluff,high_carbonate,3.8,7.2,0,36,37,34,0.91,29,22,20,4,65,31
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,3.5,7.5,0,13,34,29,0.56,11,35,9,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.2,7.1,0,26,49,27,1.3,43,18,19,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,6.1,6.6,0,21,17,28,0.9,55,12,7,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,3.4,7.1,0,45,17,20,0.5,18,74,35,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.6,7,0,30,37,30,1.63,64,12,32,10,25,65
Orchards,Su3,Mittel schluffiger Sand,no_free_carbonate,5.9,5.5,0,47,42,18,0.47,64,22,15,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,5.1,6.4,0,9,13,20,0.68,85,12,6,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,4.8,6.2,0,11,8,21,0.52,59,13,8,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,7.5,6.1,0,11,33,29,0.84,120,12,26,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.5,6.3,0,15,38,26,1.58,109,9,22,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.3,6.2,0,10,24,32,0.33,72,9,3,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,9.2,6.3,0,18,25,23,1.09,82,9,18,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,7.9,6.5,0,32,52,26,1.09,103,24,23,6.5,17.5,76
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.2,6.6,0,15,10,14,0.64,90,15,7,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.4,6.5,0,25,17,22,0.84,54,9,8,10,25,65
Orchards,Us,Sandiger Schluff,very_high_carbonate,3.8,7.1,0,21,16,24,0.7,22,56,12,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.7,6.4,0,18,16,21,0.79,80,25,34,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2,7.5,0,15,13,19,0.85,36,25,6,6.5,17.5,76
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.9,6.4,0,21,17,18,0.88,59,11,5,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.8,6.6,0,58,39,22,1.38,94,29,38,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.8,6.6,0,56,70,29,1.61,59,13,15,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.9,7.4,0,4,13,20,0.79,24,11,5,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6,6.1,0,41,23,15,1.04,80,13,25,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,6.9,6.5,0,22,20,17,1.21,62,23,27,6.5,17.5,76
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,4.9,7.5,0,17,38,32,0.81,11,84,12,14.4,75.3,10.3
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.7,7.2,0,33,21,23,0.6,30,57,28,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,9,6.4,0,70,81,29,1.29,96,11,42,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.4,7.2,0,25,19,16,0.6,19,8,19,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.8,6.7,0,11,12,24,1.23,49,8,5,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,3.5,7.3,0,47,40,27,1.27,8,40,15,6.5,17.5,76
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3,6.4,0,24,12,12,0.65,55,23,15,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,3.4,7.1,0,50,26,19,0.77,9,9,10,4,65,31
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.5,6.8,0,22,16,14,0.91,75,17,13,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.2,6.8,0,33,25,23,1.19,78,13,12,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.5,6.4,0,19,12,22,0.44,48,7,6,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6,6.5,0,34,21,22,1.11,61,17,24,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.9,6.1,0,7,14,19,0.91,122,12,12,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,5.5,7.1,0,17,17,50,1.2,62,11,9,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.8,6.7,0,49,37,19,0.89,25,15,22,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.5,5.9,0,34,35,11,0.73,62,10,10,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,8,6.6,0,24,26,22,1.3,63,13,30,10,25,65
Orchards,Us,Sandiger Schluff,no_free_carbonate,4.8,6.3,0,23,10,24,1.07,73,32,25,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.1,6.8,0,13,13,21,0.69,40,61,14,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,5.1,7.5,0,12,31,30,0.46,8,6,6,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.4,6.8,0,17,20,20,0.7,36,13,8,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.9,6.4,0,17,21,33,1.21,81,11,12,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.4,6.8,0,47,37,26,1.99,68,13,20,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.7,6.9,0,28,39,28,2.05,66,9,24,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.5,6.4,0,25,39,18,1.15,64,10,21,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,3.1,7.2,0,55,20,21,0.84,17,57,23,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.5,6.7,0,17,30,25,1.59,58,16,17,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.8,6.5,0,20,18,29,1.69,99,20,30,10,25,65
Orchards,Slu,Schluffig-lehmiger Sand,low_medium_carbonate,2.7,6.3,0,16,18,14,0.39,51,7,5,12.5,45,42.5
Vineyards,Sl3,Mittel lehmiger Sand,high_carbonate,5.1,7.2,0,30,12,54,0.85,14,277,59,10,25,65
Orchards,Us,Sandiger Schluff,no_free_carbonate,2.9,6.2,0,2,6,23,1.03,82,10,3,4,65,31
Orchards,Us,Sandiger Schluff,low_medium_carbonate,4.3,6.7,0,17,21,19,1.08,78,14,8,4,65,31
Orchards,Us,Sandiger Schluff,no_free_carbonate,3.4,6.3,0,13,20,17,1.1,90,12,11,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.8,6.6,0,74,38,27,0.92,27,38,28,6.5,17.5,76
Orchards,Us,Sandiger Schluff,high_carbonate,2.9,7.3,0,14,17,18,0.58,15,52,16,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,3.7,7,0,43,24,25,0.74,14,119,40,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5,5.7,5,19,40,19,1.32,117,16,18,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.3,6.6,0,23,20,18,1.11,70,17,18,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.7,7,0,78,21,21,1.01,10,57,55,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,2.9,7.2,0,29,14,20,0.68,18,63,22,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.9,7.2,0,26,21,25,0.82,20,24,13,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,3.2,6.9,0,40,21,23,0.69,31,189,36,4,32.5,63.5
Orchards,Us,Sandiger Schluff,high_carbonate,3,7.4,0,18,14,18,0.61,17,23,13,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.4,7,0,60,28,21,0.94,15,43,51,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.4,7.3,0,27,18,20,0.6,14,70,21,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6.9,6,0,30,21,14,0.9,65,11,11,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,7.8,6.8,0,94,36,32,1.41,78,20,39,6.5,17.5,76
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,4.3,7.3,0,28,20,42,1.26,21,25,17,14.4,75.3,10.3
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,12.4,7.4,0,17,20,48,1.59,14,11,16,21,35,44
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.7,7,0,22,21,40,1.05,77,17,18,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,4.5,6.3,0,27,32,20,0.47,65,20,8,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4.2,5.9,0,28,39,18,0.8,75,16,18,10,25,65
Vineyards,Sl3,Mittel lehmiger Sand,high_carbonate,3.6,7.3,0,28,21,35,0.48,51,355,31,10,25,65
Vineyards,Sl3,Mittel lehmiger Sand,high_carbonate,2.7,7.1,0,19,29,34,0.45,85,194,16,10,25,65
